Overall_1,2024 Season,,,,,,
Overall_4,*,05/08/2021,at,Illinois College,W,6-5,"Jacksonville, IL"
Overall_4,*,05/09/2021,vs,Illinois College,W,7-4,"Grinnell, IA"
Overall_4,*,05/09/2021,vs,Illinois College,W,8-7,"Grinnell, IA"
Overall_4,*,05/11/2021,at,Cornell College,W,10-8,"Mount Vernon, IA"
Overall_4,*,05/13/2021,at,Cornell College,W,10-6,"Mount Vernon, IA"
Overall_4,*,05/13/2021,at,Cornell College,W,15-4,"Mount Vernon, IA"
Overall_4,*,05/15/2021,vs,Cornell College,W,7-6,"Grinnell, IA"
Overall_4,*,05/15/2021,vs,Cornell College,W,7-2,"Grinnell, IA"
Overall_4,*,05/16/2021,at,Knox College,W,9-2,"Galesburg, IL"
Overall_4,*,05/16/2021,at,Knox College,W,10-3,"Galesburg, IL"
Overall_4,Overall:,16-8,,,,,
Overall_4,Conf:,16-8,,,,,
Overall_4,Home:,7-3,,,,,
Overall_4,Away:,9-5,,,,,
Overall_5,2020 Season,,,,,,
Overall_5,,Date,,Opponent,,Score,Location
Overall_5,,02/29/2020,vs,Buena Vista University,L,7-15,"Topeka, KS"
Overall_5,,02/29/2020,vs,Buena Vista University,L,3-9,"Topeka, KS"
Overall_5,,03/01/2020,vs,Buena Vista University,W,7-6,"Topeka, KS"
Overall_5,,03/01/2020,vs,Buena Vista University,W,6-5,"Topeka, KS"
Overall_5,,03/07/2020,vs,University of Wisconsin-Superior,W,14-7,"Topeka, KS"
Overall_5,,03/07/2020,vs,University of Wisconsin-Superior,W,13-2,"Topeka, KS"
Overall_5,,03/08/2020,vs,University of Wisconsin-Superior,L,10-12,"Topeka, KS"
Overall_5,,03/08/2020,vs,University of Wisconsin-Superior,W,14-11,"Topeka, KS"
Overall_5,Overall:,5-3,,,,,
Overall_5,Neutral:,5-3,,,,,
Overall_6,2019 Season,,,,,,
Overall_6,,Date,,Opponent,,Score,Location
Overall_6,,03/09/2019,vs,Buena Vista University,L,8-16,"Topeka, KS"
Overall_6,,03/09/2019,vs,Buena Vista University,W,18-8,"Topeka, KS"
Overall_6,,03/10/2019,vs,Buena Vista University,L,1-11,"Topeka, KS"
Overall_6,,03/10/2019,vs,Buena Vista University,W,14-10,"Topeka, KS"
Overall_6,,03/16/2019,at,Hendrix College,L,2-3,"Conway, AR"
Overall_6,,03/17/2019,at,Hendrix College,L,0-5,"Conway, AR"
Overall_6,,03/17/2019,at,Hendrix College,L,0-8,"Conway, AR"
Overall_6,,03/19/2019,vs,Wesleyan University (Kino Sports Complex Field 5),W,10-4,"Tucson, Ariz."
Overall_6,,03/19/2019,vs,Wesleyan University (Kino Sports Complex Field 5),L,5-9,"Tucson, Ariz."
Overall_6,,03/20/2019,vs,Augsburg University (Kino Sports Complex Field 6),L,1-14,"Tucson, Ariz."
Overall_6,,03/21/2019,vs,Allegheny College (Kino Sports Complex Field 7),L,2-22,"Tucson, Ariz."
Overall_6,,03/21/2019,vs,Allegheny College (Kino Sports Complex Field 7),W,8-6,"Tucson, Ariz."
Overall_6,,03/23/2019,vs,Macalester College (Kino Sports Complex Field 8),W,6-4,"Tucson, Ariz."
Overall_6,,03/23/2019,vs,Macalester College (Kino Sports Complex Field 8),L,0-7,"Tucson, Ariz."
Overall_6,,03/24/2019,vs,Oberlin College (Reid Park Field 4),W,7-2,"Tucson, Ariz."
Overall_6,,03/24/2019,vs,Oberlin College (Reid Park Field 4),L,5-13,"Tucson, Ariz."
Overall_6,*,03/28/2019,at,Cornell College,W,7-6,"Mount Vernon, IA"
Overall_6,*,03/28/2019,at,Cornell College,W,14-8,"Mount Vernon, IA"
Overall_6,*,03/31/2019,vs,Cornell College,W,12-4,"Grinnell, IA"
Overall_6,*,03/31/2019,vs,Cornell College,L,1-5,"Grinnell, IA"
Overall_6,*,04/06/2019,at,Knox College,L,2-13,"Galesburg, IL"
Overall_6,*,04/06/2019,at,Knox College,W,5-3,"Galesburg, IL"
Overall_6,*,04/07/2019,vs,Knox College,W,11-1,"Grinnell, IA"
Overall_6,*,04/07/2019,vs,Knox College,L,1-2,"Grinnell, IA"
Overall_6,,04/13/2019,at,University of Chicago,L,5-12,"Chicago, IL"
Overall_6,,04/13/2019,at,University of Chicago,L,1-20,"Chicago, IL"
Overall_6,*,04/27/2019,at,Illinois College,L,2-12,"Jacksonville, IL"
Overall_6,*,04/27/2019,at,Illinois College,L,2-13,"Jacksonville, IL"
Overall_6,*,04/28/2019,at,Illinois College,W,4-3,"Jacksonville, IL"
Overall_6,*,04/28/2019,at,Illinois College,L,5-11,"Jacksonville, IL"
Overall_6,*,05/04/2019,vs,Monmouth College,L,0-7,"Grinnell, IA"
Overall_6,*,05/04/2019,vs,Monmouth College,W,7-6,"Grinnell, IA"
Overall_6,*,05/05/2019,at,Monmouth College,L,3-5,"Monmouth, IL"
Overall_6,*,05/05/2019,at,Monmouth College,W,15-9,"Monmouth, IL"
Overall_6,Overall:,14-20,,,,,
Overall_6,Conf:,8-8,,,,,
Overall_6,Home:,3-3,,,,,
Overall_6,Away:,5-10,,,,,
Overall_6,Neutral:,6-7,,,,,
Overall_7,2018 Season,,,,,,
Overall_7,,Date,,Opponent,,Score,Location
Overall_7,,03/03/2018,vs,Illinois Wesleyan University,L,5-6,"St. Louis, MO"
Overall_7,,03/04/2018,vs,University of Chicago,L,0-16,"Greenville, IL"
Overall_7,,03/17/2018,at,Hendrix College,L,0-5,"Conway, AR"
Overall_7,,03/17/2018,at,Hendrix College,L,3-5,"Conway, AR"
Overall_7,,03/18/2018,at,Hendrix College,L,0-14,"Conway, AR"
Overall_7,,03/18/2018,at,Hendrix College,W,7-5,"Conway, AR"
Overall_7,,03/21/2018,vs,University of Wisconsin-Oshkosh,L,0-8,"Orlando, FL"
Overall_7,,03/22/2018,vs,Elmhurst College,L,3-4,"Orlando, FL"
Overall_7,,03/24/2018,vs,Worcester State University,W,9-3,"Orlando, FL"
Overall_7,,03/24/2018,vs,Worcester State University,W,5-2,"Orlando, FL"
Overall_7,,03/25/2018,vs,University of Wisconsin-Whitewater,L,4-16,"Orlando, FL"
Overall_7,,03/25/2018,vs,University of Wisconsin-Stevens Point,L,10-13,"Orlando, FL"
Overall_7,,03/26/2018,vs,University of St. Thomas,L,1-9,"Orlando, FL"
Overall_7,*,03/30/2018,vs,Cornell College,W,16-4,"Grinnell, IA"
Overall_7,*,03/30/2018,vs,Cornell College,W,14-4,"Grinnell, IA"
Overall_7,*,03/31/2018,at,Cornell College,W,8-7,"Mount Vernon, IA"
Overall_7,*,04/02/2018,at,Cornell College,L,3-5,"Mount Vernon, IA"
Overall_7,*,04/05/2018,at,Illinois College,L,3-9,"Jacksonville, IL"
Overall_7,*,04/05/2018,at,Illinois College,W,8-6,"Jacksonville, IL"
Overall_7,*,04/08/2018,at,Illinois College,W,10-4,"Jacksonville, IL"
Overall_7,*,04/12/2018,at,Monmouth College,W,5-2,"Monmouth, IL"
Overall_7,*,04/12/2018,at,Monmouth College,W,16-10,"Monmouth, IL"
Overall_7,*,04/17/2018,vs,Monmouth College,L,5-13,"Grinnell, IA"
Overall_7,*,04/17/2018,vs,Monmouth College,L,1-6,"Grinnell, IA"
Overall_7,*,04/21/2018,vs,St. Norbert College,W,5-3,"Galesburg, IL"
Overall_7,*,04/21/2018,vs,Ripon College,W,10-7,"Galesburg, IL"
Overall_7,*,04/22/2018,vs,Beloit College,L,6-7,"Galesburg, IL"
Overall_7,*,04/28/2018,vs,Knox College,W,11-0,"Grinnell, IA"
Overall_7,*,04/28/2018,vs,Knox College,W,13-10,"Grinnell, IA"
Overall_7,*,04/29/2018,at,Knox College,W,14-13,"Galesburg, IL"
Overall_7,*,04/29/2018,at,Knox College,W,15-7,"Galesburg, IL"
Overall_7,,05/05/2018,vs,Luther College,L,10-14,"Grinnell, IA"
Overall_7,,05/05/2018,vs,University of Chicago,L,3-11,"Grinnell, IA"
Overall_7,,05/06/2018,vs,University of Chicago,L,4-5,"Grinnell, IA"
Overall_7,,05/06/2018,vs,University of Chicago,L,9-19,"Grinnell, IA"
Overall_7,*,05/07/2018,vs,Illinois College (completion of suspended game),L,4-6,"Monmouth, IL"
Overall_7,,05/11/2018,vs,St. Norbert College,L,11-12,"Galesburg, IL"
Overall_7,,05/11/2018,vs,Lawrence University,W,12-11,"Galesburg, IL"
Overall_7,,05/12/2018,vs,St. Norbert College,L,0-4,"Monmouth, IL"
Overall_7,Overall:,17-22,,,,,
Overall_7,Conf:,13-6,,,,,
Overall_7,Home:,4-6,,,,,
Overall_7,Away:,8-5,,,,,
Overall_7,Neutral:,5-11,,,,,
Overall_8,2017 Season,,,,,,
Overall_8,,Date,,Opponent,,Score,Location
Overall_8,,03/04/2017,vs,Elmhurst College,L,5-10,"Jacksonville, IL"
Overall_8,,03/04/2017,vs,Illinois Wesleyan University,L,5-6,"Jacksonville, IL"
Overall_8,,03/05/2017,vs,Loras College,W,17-7,"Jacksonville, IL"
Overall_8,,03/05/2017,vs,Lawrence University,W,5-4,"Jacksonville, IL"
Overall_8,,03/18/2017,at,University of the Ozarks,L,14-16,"Clarksville, AR"
Overall_8,,03/19/2017,at,University of the Ozarks,L,4-5,"Clarksville, AR"
Overall_8,,03/19/2017,at,University of the Ozarks,W,11-8,"Clarksville, AR"
Overall_8,,03/20/2017,at,Hendrix College,W,14-8,"Conway, AR"
Overall_8,,03/23/2017,vs,University of Wisconsin-Superior,W,7-3,"Tucson, AZ"
Overall_8,,03/24/2017,vs,Carthage College,L,1-13,"Tucson, AZ"
Overall_8,,03/24/2017,vs,Allegheny College,L,6-13,"Tucson, AZ"
Overall_8,,03/25/2017,vs,Gustavus Adolphus College,L,0-4,"Tucson, AZ"
Overall_8,,03/26/2017,vs,Middlebury College,W,7-6,"Tucson, AZ"
Overall_8,*,04/01/2017,vs,Illinois College,W,4-0,"Grinnell, IA"
Overall_8,*,04/01/2017,vs,Illinois College,W,15-3,"Grinnell, IA"
Overall_8,*,04/02/2017,vs,Illinois College,W,7-5,"Grinnell, IA"
Overall_8,*,04/02/2017,vs,Illinois College,W,8-1,"Grinnell, IA"
Overall_8,*,04/08/2017,vs,Monmouth College,W,7-6,"Grinnell, IA"
Overall_8,*,04/08/2017,vs,Monmouth College,L,6-8,"Grinnell, IA"
Overall_8,*,04/09/2017,at,Monmouth College,L,4-10,"Monmouth, IL"
Overall_8,*,04/09/2017,at,Monmouth College,W,6-3,"Monmouth, IL"
Overall_8,*,04/13/2017,at,Knox College,W,5-2,"Galesburg, IL"
Overall_8,*,04/13/2017,at,Knox College,W,8-6,"Galesburg, IL"
Overall_8,*,04/15/2017,vs,Knox College,L,3-12,"Grinnell, IA"
Overall_8,*,04/15/2017,vs,Knox College,W,8-6,"Grinnell, IA"
Overall_8,*,04/21/2017,vs,Beloit College,W,4-1,"Mauston, WI"
Overall_8,*,04/22/2017,vs,Ripon College,L,1-6,"Mauston, WI"
Overall_8,*,04/23/2017,vs,St. Norbert College,L,6-9,"Mauston, WI"
Overall_8,*,04/23/2017,vs,Lawrence University,W,22-8,"Mauston, WI"
Overall_8,,04/29/2017,at,University of Chicago,W,4-2,"Chicago, IL"
Overall_8,*,05/06/2017,at,Cornell College,W,11-3,"Mount Vernon, IA"
Overall_8,*,05/06/2017,at,Cornell College,W,10-6,"Mount Vernon, IA"
Overall_8,*,05/07/2017,vs,Cornell College (Senior Day),L,5-18,"Grinnell, IA"
Overall_8,*,05/07/2017,vs,Cornell College (Senior Day),L,3-7,"Grinnell, IA"
Overall_8,,05/12/2017,vs,Beloit College,L,2-14,"Grinnell, IA"
Overall_8,,05/12/2017,vs,Cornell College,L,7-15,"Grinnell, IA"
Overall_8,Overall:,20-16,,,,,
Overall_8,Conf:,13-7,,,,,
Overall_8,Home:,6-6,,,,,
Overall_8,Away:,8-3,,,,,
Overall_8,Neutral:,6-7,,,,,
Overall_9,2016 Season,,,,,,
Overall_9,,Date,,Opponent,,Score,Location
Overall_9,,03/05/2016,at,Westminster College (MO),L,0-1,"Fulton, MO"
Overall_9,,03/05/2016,at,Westminster College (MO),W,2-1,"Fulton, MO"
Overall_9,,03/20/2016,vs,St. Norbert College,W,4-0,"Orlando, FL"
Overall_9,,03/20/2016,vs,St. Norbert College,W,6-1,"Orlando, FL"
Overall_9,,03/21/2016,vs,Loras College,W,13-3,"Orlando, FL"
Overall_9,,03/22/2016,vs,Greenville College,W,8-6,"Orlando, FL"
Overall_9,,03/22/2016,vs,Greenville College,L,1-10,"Orlando, FL"
Overall_9,,03/23/2016,vs,Benedictine University,W,6-3,"Orlando, FL"
Overall_9,,03/25/2016,vs,Fontbonne University,L,1-2,"Orlando, FL"
Overall_9,,03/26/2016,vs,St. Olaf College,W,2-1,"Orlando, FL"
Overall_9,,03/26/2016,vs,St. Olaf College,W,5-2,"Orlando, FL"
Overall_9,,03/27/2016,vs,Keuka College,W,8-5,"Orlando, FL"
Overall_9,,03/31/2016,vs,Simpson College,W,11-5,"Grinnell, IA"
Overall_9,,04/02/2016,vs,Washington University in St. Louis,W,11-10,"Grinnell, IA"
Overall_9,,04/03/2016,vs,Washington University in St. Louis,W,12-6,"Grinnell, IA"
Overall_9,,04/03/2016,vs,Washington University in St. Louis,L,8-15,"Grinnell, IA"
Overall_9,*,04/07/2016,at,Monmouth College,W,1-0,"Monmouth, IL"
Overall_9,*,04/07/2016,at,Monmouth College,W,7-4,"Monmouth, IL"
Overall_9,*,04/09/2016,vs,Monmouth College,W,6-0,"Grinnell, IA"
Overall_9,*,04/09/2016,vs,Monmouth College,W,3-0,"Grinnell, IA"
Overall_9,,04/13/2016,at,Central College,W,16-6,"Pella, IA"
Overall_9,*,04/16/2016,vs,Knox College,W,9-0,"Grinnell, IA"
Overall_9,*,04/16/2016,vs,Knox College,W,22-6,"Grinnell, IA"
Overall_9,*,04/17/2016,at,Knox College,W,14-3,"Galesburg, IL"
Overall_9,*,04/17/2016,at,Knox College,W,9-3,"Galesburg, IL"
Overall_9,,04/20/2016,at,Simpson College,W,15-7,"Indianola, IA"
Overall_9,*,04/23/2016,at,Illinois College,W,5-3,"Jacksonville, IL"
Overall_9,*,04/23/2016,at,Illinois College,W,9-3,"Jacksonville, IL"
Overall_9,*,04/24/2016,at,Illinois College,W,6-3,"Jacksonville, IL"
Overall_9,*,04/24/2016,at,Illinois College,W,4-0,"Jacksonville, IL"
Overall_9,*,05/05/2016,at,Cornell College,L,2-3,"Mount Vernon, IA"
Overall_9,*,05/05/2016,at,Cornell College,L,4-24,"Mount Vernon, IA"
Overall_9,*,05/07/2016,vs,Cornell College,W,2-0,"Grinnell, IA"
Overall_9,*,05/07/2016,vs,Cornell College,W,10-5,"Grinnell, IA"
Overall_9,,05/13/2016,vs,Beloit College,L,1-5,"West De Pere, WI"
Overall_9,,05/13/2016,vs,Cornell College,W,12-7,"De Pere, WI"
Overall_9,,05/14/2016,at,St. Norbert College,W,11-8,De Pere. WI
Overall_9,,05/14/2016,vs,Beloit College,L,2-6,"De Pere, WI"
Overall_9,Overall:,30-8,,,,,
Overall_9,Conf:,14-2,,,,,
Overall_9,Home:,9-1,,,,,
Overall_9,Away:,12-3,,,,,
Overall_9,Neutral:,9-4,,,,,
Overall_10,2015 Season,,,,,,
Overall_10,,Date,,Opponent,,Score,Location
Overall_10,,03/15/2015,vs,Anderson University (IN),W,11-3,"Orlando, FL"
Overall_10,,03/16/2015,vs,Franklin and Marshall College,L,0-12,"Orlando, FL"
Overall_10,,03/16/2015,vs,Franklin and Marshall College,L,5-10,"Orlando, FL"
Overall_10,,03/17/2015,vs,Hope College,L,2-9,"Orlando, FL"
Overall_10,,03/17/2015,vs,Hope College,L,4-6,"Orlando, FL"
Overall_10,,03/18/2015,vs,St. Norbert College,L,2-8,"Orlando, FL"
Overall_10,,03/20/2015,vs,Ripon College,W,8-3,"Orlando, FL"
Overall_10,,03/21/2015,vs,University of St. Thomas,L,5-10,"Orlando, FL"
Overall_10,,03/21/2015,vs,University of St. Thomas,L,4-9,"Orlando, FL"
Overall_10,,03/22/2015,vs,University of Wisconsin-Oshkosh,L,3-5,"Orlando, FL"
Overall_10,,03/25/2015,at,Central College,W,9-8,"Pella, IA"
