Overall_1,2024-25 Season,,,,,,
Overall_2,,11/21/2023,at,Buena Vista University,W,79-68,"Storm Lake, IA"
Overall_2,*,11/25/2023,vs,Lake Forest College,W,64-40,"Grinnell, IA"
Overall_2,*,11/28/2023,at,Knox College,W,71-55,"Galesburg, IL"
Overall_2,*,12/02/2023,vs,Lawrence University,L,58-62,"Grinnell, IA"
Overall_2,*,12/06/2023,vs,Cornell College,W,72-65,"Grinnell, IA"
Overall_2,,12/10/2023,vs,College of Saint Benedict,W,70-63,"Grinnell, IA"
Overall_2,,12/29/2023,vs,University of Wisconsin-Stevens Point,L,48-67,"St. Petersburg, FL"
Overall_2,,12/30/2023,vs,Keene State,W,46-33,"St. Petersburg, FL"
Overall_2,*,01/04/2024,at,Ripon College,L,46-50,"Ripon, WI"
Overall_2,*,01/06/2024,at,Lawrence University,L,59-62,"Appleton, WI"
Overall_2,*,01/10/2024,vs,Beloit College,W,65-57,"Grinnell, IA"
Overall_2,*,01/17/2024,at,Monmouth College,W,82-74,"Monmouth, IL"
Overall_2,*,01/20/2024,vs,Ripon College,L,57-74,"Grinnell, IA"
Overall_2,*,01/23/2024,vs,Knox College,W,97-91,"Grinnell, IA"
Overall_2,*,01/27/2024,at,Illinois College,L,55-61,"Jacksonville, IL"
Overall_2,*,01/31/2024,at,Cornell College,W,59-44,"Mount Vernon, IA"
Overall_2,*,02/03/2024,at,Lake Forest College,L,62-83,"Lake Forest, IL"
Overall_2,*,02/07/2024,vs,Illinois College,W,78-63,"Grinnell, IA"
Overall_2,*,02/14/2024,at,Beloit College,L,52-54,"Beloit, WI"
Overall_2,*,02/17/2024,vs,Monmouth College,W,83-71,"Grinnell, IA"
Overall_2,Overall:,14-10,,,,,
Overall_2,Conf:,9-7,,,,,
Overall_2,Home:,8-4,,,,,
Overall_2,Away:,5-5,,,,,
Overall_2,Neutral:,1-1,,,,,
Overall_3,2022-23 Season,,,,,,
Overall_3,,Date,,Opponent,,Score,Location
Overall_3,,11/08/2022,vs,Buena Vista University,L,47-57,"Grinnell, IA"
Overall_3,,11/12/2022,at,Nebraska Wesleyan University,L,46-63,"Lincoln, NE"
Overall_3,,11/14/2022,vs,Central Christian College of the Bible,W,73-19,"Grinnell, IA"
Overall_3,,11/16/2022,at,Central College,L,57-73,"Pella, IA"
Overall_3,*,11/19/2022,at,Lake Forest College,W,67-63,"Lake Forest, IL"
Overall_3,,11/22/2022,vs,Mount Mercy University,L,88-102,"Grinnell, IA"
Overall_3,*,11/29/2022,vs,Knox College,L,66-75,"Grinnell, IA"
Overall_3,*,12/03/2022,at,Lawrence University,L,44-54,"Appleton, WI"
Overall_3,*,12/07/2022,at,Cornell College,L,47-56,"Mount Vernon, IA"
Overall_3,,12/09/2022,at,Waldorf (Iowa),W,57-45,"Forest City, IA"
Overall_3,,12/31/2022,vs,Rockford University,W,67-53,"Grinnell, IA"
Overall_3,*,01/03/2023,vs,Ripon College,L,43-63,"Grinnell, IA"
Overall_3,*,01/07/2023,vs,Lawrence University,W,74-46,"Grinnell, IA"
Overall_3,*,01/11/2023,vs,Monmouth College,W,87-73,"Grinnell, IA"
Overall_3,*,01/17/2023,at,Beloit College,W,57-50,"Beloit, WI"
Overall_3,*,01/21/2023,at,Ripon College,L,50-64,"Ripon, WI"
Overall_3,*,01/25/2023,at,Knox College,L,51-63,"Galesburg, IL"
Overall_3,*,01/28/2023,vs,Illinois College,L,52-55,"Grinnell, IA"
Overall_3,*,01/31/2023,vs,Cornell College,W,56-44,"Grinnell, IA"
Overall_3,*,02/04/2023,at,Monmouth College,L,49-54,"Monmouth, IL"
Overall_3,*,02/08/2023,at,Illinois College,L,43-54,"Jacksonville, IL"
Overall_3,*,02/14/2023,vs,Beloit College,W,80-68,"Grinnell, IA"
Overall_3,*,02/18/2023,vs,Lake Forest College (Senior Day),W,78-75,"Grinnell, IA"
Overall_3,Overall:,10-13,,,,,
Overall_3,Conf:,7-9,,,,,
Overall_3,Home:,7-5,,,,,
Overall_3,Away:,3-8,,,,,
Overall_4,2021-22 Season,,,,,,
Overall_4,,Date,,Opponent,,Score,Location
Overall_4,,11/06/2021,vs,Central Christian College of the Bible,W,71-34,"Grinnell, IA"
Overall_4,,11/08/2021,vs,Central College,W,80-66,"Grinnell, IA"
Overall_4,,11/10/2021,at,Rockford University,L,50-67,"Rockford, IL"
Overall_4,,11/13/2021,vs,Nebraska Wesleyan University,L,56-68,"Grinnell, IA"
Overall_4,*,11/20/2021,vs,Lake Forest College,L,76-77,"Grinnell, IA"
Overall_4,,11/23/2021,at,Buena Vista University,W,64-57,"Storm Lake, IA"
Overall_4,,11/24/2021,vs,Iowa Wesleyan University,L,38-78,"Grinnell, IA"
Overall_4,,11/28/2021,vs,Waldorf (Iowa),L,60-70,"Grinnell, IA"
Overall_4,*,11/30/2021,at,Knox,W,58-57,"Galesburg, IL"
Overall_4,*,12/04/2021,vs,Lawrence University,W,72-61,"Grinnell, IA"
Overall_4,*,12/08/2021,vs,Cornell College,L,66-81,"Grinnell, IA"
Overall_4,*,01/04/2022,at,Ripon College,L,45-62,"Ripon, WI"
Overall_4,*,01/09/2022,vs,Knox College,L,60-74,"Grinnell, IA"
Overall_4,*,01/15/2022,at,Lawrence University,L,48-66,"Appleton, WI"
Overall_4,*,01/22/2022,vs,Ripon College,W,65-58,"Grinnell, IA"
Overall_4,*,02/01/2022,at,Cornell College,W,42-38,"Mount Vernon, IA"
Overall_4,*,02/05/2022,vs,Monmouth College,L,66-74,"Grinnell, IA"
Overall_4,*,02/06/2022,at,Monmouth College,L,49-68,"Monmouth, IL"
Overall_4,*,02/09/2022,vs,Illinois College,L,67-81,"Grinnell, IA"
Overall_4,*,02/15/2022,at,Beloit College,W,63-60,"Beloit, WI"
Overall_4,*,02/17/2022,vs,Beloit College,W,74-58,"Grinnell, IA"
Overall_4,*,02/19/2022,at,Lake Forest College,L,49-55,"Lake Forest, IL"
Overall_4,Overall:,9-13,,,,,
Overall_4,Conf:,6-9,,,,,
Overall_4,Home:,5-8,,,,,
Overall_4,Away:,4-5,,,,,
Overall_5,2019-20 Season,,,,,,
Overall_5,,Date,,Opponent,,Score,Location
Overall_5,,11/08/2019,at,Central College,L,48-68,"Pella, IA"
Overall_5,,11/15/2019,at,Nebraska Wesleyan University,W,84-78,"Lincoln, NE"
Overall_5,,11/19/2019,vs,Emmaus,L,76-80,"Grinnell, IA"
Overall_5,,11/23/2019,at,University of Northwestern (MN),L,66-76,"St. Paul, Minn."
Overall_5,,11/24/2019,vs,Providence University College,W,85-67,"Grinnell, IA"
Overall_5,,11/26/2019,vs,Iowa Wesleyan University,W,84-59,"Grinnell, IA"
Overall_5,*,12/04/2019,vs,Cornell College,L,44-49,"Grinnell, IA"
Overall_5,*,12/07/2019,at,Knox College,L,57-79,"Galesburg, IL"
Overall_5,,12/13/2019,at,Waldorf (Iowa),W,63-57,"Forest City, IA"
Overall_5,*,01/03/2020,vs,Lake Forest College,W,84-62,"Grinnell, IA"
Overall_5,*,01/04/2020,vs,Lawrence University,W,80-77,"Grinnell, IA"
Overall_5,*,01/08/2020,vs,Monmouth College,W,66-59,"Grinnell, IA"
Overall_5,*,01/11/2020,vs,Ripon College,L,53-81,"Grinnell, IA"
Overall_5,*,01/15/2020,at,Illinois College,W,72-68,"Jacksonville, IL"
Overall_5,*,01/18/2020,at,Lawrence University,L,51-63,"Appleton, WI"
Overall_5,*,01/21/2020,at,Cornell College,W,55-53,"Mount Vernon, IA"
Overall_5,*,01/25/2020,vs,Knox College,L,73-76,"Grinnell, IA"
Overall_5,*,01/31/2020,at,St. Norbert College,L,46-59,De Pere. WI
Overall_5,*,02/01/2020,at,Ripon College,L,62-68,"Ripon, WI"
Overall_5,*,02/05/2020,vs,Beloit College,W,66-49,"Grinnell, IA"
Overall_5,*,02/08/2020,at,Monmouth College,L,68-76,"Monmouth, IL"
Overall_5,*,02/12/2020,vs,Illinois College,L,67-72,"Grinnell, IA"
Overall_5,*,02/15/2020,vs,St. Norbert College (Senior Day),L,46-78,"Grinnell, IA"
Overall_5,*,02/18/2020,at,Beloit College,W,63-52,"Beloit, WI"
Overall_5,*,02/22/2020,at,Lake Forest College,L,69-83,"Lake Forest, IL"
Overall_5,Overall:,11-14,,,,,
Overall_5,Conf:,7-11,,,,,
Overall_5,Home:,6-6,,,,,
Overall_5,Away:,5-8,,,,,
Overall_6,2018-19 Season,,,,,,
Overall_6,,Date,,Opponent,,Score,Location
Overall_6,,11/08/2018,vs,Central College,L,55-59,"Grinnell, IA"
Overall_6,,11/15/2018,vs,Emmaus,W,63-60,"Grinnell, IA"
Overall_6,,11/17/2018,vs,Waldorf (Iowa),L,35-60,"Grinnell, IA"
Overall_6,,11/21/2018,at,Iowa Wesleyan University,W,51-47,"Mount Pleasant, IA"
Overall_6,,11/24/2018,vs,Nebraska Wesleyan University,L,59-66,"Grinnell, IA"
Overall_6,*,11/30/2018,at,Lake Forest College,L,57-62,"Lake Forest, IL"
Overall_6,*,12/01/2018,at,Lawrence University,W,61-52,"Appleton, WI"
Overall_6,*,12/05/2018,at,Cornell College,L,45-58,"Mount Vernon, IA"
Overall_6,*,12/08/2018,vs,Knox College,L,35-53,"Grinnell, IA"
Overall_6,,12/14/2018,vs,University of Northwestern (MN),L,64-70,"Grinnell, IA"
Overall_6,*,12/16/2018,vs,Illinois College,W,62-56,"Grinnell, IA"
Overall_6,*,01/02/2019,at,Monmouth College,L,61-70,"Monmouth, IL"
Overall_6,*,01/05/2019,at,Ripon College,L,47-73,"Ripon, WI"
Overall_6,*,01/08/2019,at,Illinois College,W,57-52,"Jacksonville, IL"
Overall_6,*,01/12/2019,vs,Lawrence University,W,64-59,"Grinnell, IA"
Overall_6,*,01/16/2019,vs,Cornell College,L,40-60,"Grinnell, IA"
Overall_6,*,01/19/2019,at,Knox College,L,41-65,"Galesburg, IL"
Overall_6,*,01/25/2019,vs,St. Norbert College,L,43-49,"Grinnell, IA"
Overall_6,*,01/26/2019,vs,Ripon College,L,47-70,"Grinnell, IA"
Overall_6,*,01/31/2019,vs,Beloit College,W,58-52,"Grinnell, IA"
Overall_6,*,02/02/2019,vs,Monmouth College,W,62-57,"Grinnell, IA"
Overall_6,*,02/09/2019,at,St. Norbert College,L,38-85,De Pere. WI
Overall_6,*,02/13/2019,at,Beloit College,L,70-73,"Beloit, WI"
Overall_6,*,02/16/2019,vs,Lake Forest College,L,54-72,"Grinnell, IA"
Overall_6,Overall:,8-16,,,,,
Overall_6,Conf:,6-12,,,,,
Overall_6,Home:,5-9,,,,,
Overall_6,Away:,3-7,,,,,
Overall_7,2017-18 Season,,,,,,
Overall_7,,Date,,Opponent,,Score,Location
Overall_7,,11/15/2017,vs,Emmaus,W,74-63,"Grinnell, IA"
Overall_7,,11/16/2017,at,Central College,L,82-99,"Pella, IA"
Overall_7,,11/21/2017,vs,Buena Vista University,L,54-67,"Grinnell, IA"
Overall_7,,11/25/2017,vs,Kansas Christian College,W,67-41,"Grinnell, IA"
Overall_7,,11/28/2017,vs,Iowa Wesleyan University,W,67-57,"Grinnell, IA"
Overall_7,*,12/01/2017,at,Beloit College,L,56-79,"Beloit, WI"
Overall_7,*,12/02/2017,at,Lake Forest College,L,70-78,"Lake Forest, IL"
Overall_7,*,12/06/2017,at,Cornell College,L,59-86,"Mount Vernon, IA"
Overall_7,*,12/09/2017,vs,Lawrence University,W,69-57,"Grinnell, IA"
Overall_7,*,01/03/2018,vs,Ripon College,L,51-62,"Grinnell, IA"
Overall_7,*,01/12/2018,vs,Lake Forest College,W,56-46,"Grinnell, IA"
Overall_7,*,01/13/2018,vs,Beloit College,W,59-55,"Grinnell, IA"
Overall_7,*,01/17/2018,vs,Monmouth College,W,62-60,"Grinnell, IA"
Overall_7,*,01/20/2018,at,Ripon College,L,47-63,"Ripon, WI"
Overall_7,*,01/24/2018,vs,Cornell College,L,50-70,"Grinnell, IA"
Overall_7,*,01/27/2018,at,Lawrence University,L,64-71,"Appleton, WI"
Overall_7,*,01/30/2018,at,Monmouth College,L,63-80,"Monmouth, IL"
Overall_7,*,02/03/2018,vs,Illinois College,L,67-68,"Grinnell, IA"
Overall_7,*,02/07/2018,at,Knox College,L,48-64,"Galesburg, IL"
Overall_7,,02/10/2018,vs,St. Norbert College,L,46-60,"Grinnell, IA"
Overall_7,*,02/13/2018,vs,Knox College,L,62-74,"Grinnell, IA"
Overall_7,*,02/17/2018,at,Illinois College,L,58-59,"Jacksonville, IL"
Overall_7,Overall:,7-15,,,,,
Overall_7,Conf:,4-12,,,,,
Overall_7,Home:,7-6,,,,,
Overall_7,Away:,0-9,,,,,
Overall_8,2016-17 Season,,,,,,
Overall_8,,Date,,Opponent,,Score,Location
Overall_8,,11/15/2016,vs,Central College,L,39-75,"Grinnell, IA"
Overall_8,,11/19/2016,vs,Macalester College,W,68-54,"Grinnell, IA"
Overall_8,,11/22/2016,vs,North Central University (MN),W,73-56,"Grinnell, IA"
Overall_8,,11/26/2016,at,Iowa Wesleyan University,L,38-66,"Mount Pleasant, IA"
Overall_8,*,12/02/2016,vs,Beloit College,W,51-36,"Grinnell, IA"
Overall_8,*,12/03/2016,vs,Lake Forest College,W,54-37,"Grinnell, IA"
Overall_8,*,12/07/2016,vs,Cornell College,L,39-56,"Grinnell, IA"
Overall_8,*,12/10/2016,at,Lawrence University,W,65-44,"Appleton, WI"
Overall_8,,12/29/2016,at,Buena Vista University,L,62-69,"Storm Lake, IA"
Overall_8,*,01/04/2017,at,Ripon College,L,64-69,"Ripon, WI"
Overall_8,*,01/06/2017,at,St. Norbert College,L,35-54,"Green Bay, WI"
Overall_8,*,01/13/2017,at,Lake Forest College,W,50-46,"Lake Forest, IL"
Overall_8,*,01/14/2017,at,Beloit College,W,59-43,"Beloit, WI"
Overall_8,*,01/18/2017,at,Monmouth College,W,64-42,"Monmouth, IL"
Overall_8,*,01/21/2017,vs,Ripon College,L,31-65,"Grinnell, IA"
Overall_8,*,01/25/2017,at,Cornell College,L,52-59,"Mount Vernon, IA"
Overall_8,*,01/28/2017,vs,Lawrence University,W,74-51,"Grinnell, IA"
Overall_8,*,01/31/2017,vs,Monmouth College,W,55-46,"Grinnell, IA"
Overall_8,*,02/04/2017,at,Illinois College,W,75-65,"Jacksonville, IL"
Overall_8,*,02/08/2017,vs,Knox College,W,57-53,"Grinnell, IA"
Overall_8,*,02/11/2017,vs,St. Norbert College,L,44-59,"Grinnell, IA"
Overall_8,*,02/14/2017,at,Knox College,W,59-53,"Galesburg, IL"
Overall_8,*,02/18/2017,vs,Illinois College (Senior Day),W,60-50,"Grinnell, IA"
Overall_8,,02/24/2017,at,Cornell College (Semifinal),L,47-62,"Mount Vernon, IA"
Overall_8,Overall:,14-10,,,,,
Overall_8,Conf:,12-6,,,,,
Overall_8,Home:,8-4,,,,,
Overall_8,Away:,6-6,,,,,
Overall_9,2015-16 Season,,,,,,
Overall_9,,Date,,Opponent,,Score,Location
Overall_9,,11/15/2015,vs,Silver Lake College,W,68-64,"Grinnell, IA"
Overall_9,,11/21/2015,at,Macalester College,L,52-69,"St. Paul, MN"
Overall_9,*,11/24/2015,at,Monmouth College,W,69-52,"Monmouth, IL"
Overall_9,*,11/28/2015,vs,Beloit College,W,82-78,"Grinnell, IA"
Overall_9,*,12/02/2015,at,Cornell College,L,45-52,"Mount Vernon, IA"
Overall_9,*,12/05/2015,vs,St. Norbert College,L,60-71,"Grinnell, IA"
Overall_9,,12/07/2015,at,Central College,W,53-40,"Pella, IA"
Overall_9,*,12/12/2015,vs,Carroll University,L,58-71,"Grinnell, IA"
Overall_9,,12/29/2015,vs,Augustana College (IL),W,85-80,"Dubuque, IA"
Overall_9,,12/30/2015,at,University of Dubuque,L,69-74,"Dubuque, IA"
Overall_9,*,01/02/2016,at,Lawrence University,W,50-37,"Appleton, WI"
Overall_9,*,01/09/2016,at,Ripon College,W,59-53,"Ripon, WI"
Overall_9,*,01/12/2016,vs,Knox College,W,77-60,"Grinnell, IA"
Overall_9,*,01/16/2016,at,Lake Forest College,W,60-53,"Lake Forest, IL"
Overall_9,*,01/20/2016,vs,Cornell College,L,42-59,"Grinnell, IA"
Overall_9,*,01/23/2016,at,Beloit College,W,65-61,"Beloit, WI"
Overall_9,*,01/26/2016,at,Illinois College,W,71-51,"Jacksonville, IL"
Overall_9,*,01/30/2016,vs,Ripon College,W,65-63,"Grinnell, IA"
Overall_9,*,02/03/2016,vs,Monmouth College,W,73-58,"Grinnell, IA"
Overall_9,*,02/06/2016,at,Carroll University,W,67-61,"Waukesha, WI"
Overall_9,*,02/13/2016,vs,Lake Forest College,W,62-61,"Grinnell, IA"
Overall_9,*,02/17/2016,at,Knox College,L,64-70,"Galesburg, IL"
Overall_9,*,02/20/2016,vs,Illinois College (Senior Day),L,60-67,"Grinnell, IA"
Overall_9,,02/26/2016,vs,Cornell College,L,61-81,"De Pere, WI"
Overall_9,Overall:,15-9,,,,,
Overall_9,Conf:,12-6,,,,,
Overall_9,Home:,6-4,,,,,
Overall_9,Away:,8-4,,,,,
Overall_9,Neutral:,1-1,,,,,
Overall_10,2014-15 Season,,,,,,
Overall_10,,Date,,Opponent,,Score,Location
Overall_10,,11/15/2014,vs,Central College,L,50-52,"Grinnell, IA"
Overall_10,,11/18/2014,at,Wartburg College,L,55-90,"Waverly, IA"
Overall_10,*,11/22/2014,at,Beloit College,L,74-76,"Beloit, WI"
Overall_10,*,11/25/2014,vs,Monmouth College,W,89-80,"Grinnell, IA"
Overall_10,*,11/29/2014,vs,Lake Forest College,W,64-62,"Grinnell, IA"
Overall_10,,11/30/2014,vs,Presentation College,L,59-68,"Grinnell, IA"
Overall_10,*,12/03/2014,vs,Cornell College,L,72-80,"Grinnell, IA"
Overall_10,*,12/06/2014,at,St. Norbert College,L,38-58,De Pere. WI
Overall_10,,12/08/2014,at,AIB College of Business,W,77-64,"Des Moines, IA"
Overall_10,*,01/03/2015,vs,Lawrence University,W,63-48,"Grinnell, IA"
Overall_10,,01/06/2015,at,Mount Mary University,W,86-48,"Milwaukee, WI"
Overall_10,*,01/10/2015,vs,Ripon College,W,59-46,"Grinnell, IA"
Overall_10,*,01/13/2015,at,Knox College,L,91-97,"Galesburg, IL"
Overall_10,*,01/17/2015,at,Carroll University,L,49-75,"Waukesha, WI"
Overall_10,*,01/21/2015,at,Cornell College,L,69-72,"Mount Vernon, IA"
Overall_10,*,01/24/2015,vs,Beloit College,W,61-55,"Grinnell, IA"
Overall_10,*,01/27/2015,vs,Illinois College,L,47-72,"Grinnell, IA"
Overall_10,*,01/31/2015,at,Ripon College,W,53-49,"Ripon, WI"
Overall_10,*,02/04/2015,at,Monmouth College,L,76-85,"Monmouth, IL"
Overall_10,*,02/07/2015,vs,Carroll University,W,66-62,"Grinnell, IA"
Overall_10,*,02/14/2015,at,Lake Forest College,L,59-60,"Lake Forest, IL"
Overall_10,*,02/18/2015,vs,Knox College,L,76-90,"Grinnell, IA"
Overall_10,*,02/21/2015,at,Illinois College,W,57-53,"Jacksonville, IL"
Overall_10,Overall:,10-13,,,,,
Overall_10,Conf:,8-10,,,,,
Overall_10,Home:,6-5,,,,,
Overall_10,Away:,4-8,,,,,
Overall_11,2013-14 Season,,,,,,
Overall_11,,Date,,Opponent,,Score,Location
Overall_11,,11/15/2013,vs,Central College,L,71-80,"Grinnell, IA"
Overall_11,,11/20/2013,vs,Wartburg College,L,53-81,"Grinnell, IA"
Overall_11,*,11/23/2013,at,Illinois College,L,58-72,"Jacksonville, IL"
Overall_11,*,11/30/2013,at,Beloit College,L,67-95,"Beloit, WI"
Overall_11,*,12/04/2013,vs,Monmouth College,L,49-61,"Grinnell, IA"
Overall_11,*,12/07/2013,vs,St. Norbert College,L,57-80,"Grinnell, IA"
Overall_11,,12/09/2013,vs,Benedictine College (Kan.),L,57-71,"Grinnell, IA"
Overall_11,,12/30/2013,at,California Institute of Technology,W,79-56,"Pasadena, CA"
Overall_11,,12/31/2013,at,Claremont-Mudd-Scripps Colleges,L,58-72,"Claremont, CA"
Overall_11,*,01/04/2014,at,Ripon College,L,65-79,"Ripon, WI"
Overall_11,*,01/08/2014,vs,Knox College,L,99-104,"Grinnell, IA"
Overall_11,*,01/11/2014,vs,Carroll University,L,72-73,"Grinnell, IA"
Overall_11,*,01/14/2014,at,Cornell College,L,55-79,"Mount Vernon, IA"
Overall_11,*,01/18/2014,at,Lawrence University,W,62-48,"Appleton, WI"
Overall_11,*,01/22/2014,vs,Illinois College,L,52-61,"Grinnell, IA"
Overall_11,*,01/25/2014,vs,Ripon College,L,52-66,"Grinnell, IA"
Overall_11,*,01/28/2014,at,Monmouth College,L,43-85,"Monmouth, IL"
Overall_11,*,02/01/2014,at,Lake Forest College,L,44-73,"Lake Forest, IL"
Overall_11,*,02/05/2014,at,Knox College,L,89-91,"Galesburg, IL"
Overall_11,*,02/08/2014,vs,Beloit College,L,51-77,"Grinnell, IA"
Overall_11,*,02/15/2014,at,St. Norbert College,L,51-64,De Pere. WI
Overall_11,*,02/19/2014,vs,Cornell College,L,46-91,"Grinnell, IA"
Overall_11,*,02/22/2014,vs,Lawrence University,W,66-50,"Grinnell, IA"
Overall_11,Overall:,3-20,,,,,
Overall_11,Conf:,2-16,,,,,
Overall_11,Home:,1-11,,,,,
Overall_11,Away:,2-9,,,,,
Overall_12,2012-13 Season,,,,,,
Overall_12,,Date,,Opponent,,Score,Location
Overall_12,,11/15/2012,at,Central College,L,56-63,"Pella, IA"
Overall_12,,11/25/2012,vs,Benedictine College (Kan.),L,52-65,"Grinnell, IA"
Overall_12,*,11/28/2012,at,Knox College,W,78-75,"Galesburg, IL"
Overall_12,*,12/01/2012,vs,Ripon College,W,57-56,"Grinnell, IA"
Overall_12,,12/02/2012,at,Wartburg College,W,56-55,"Waverly, IA"
Overall_12,*,12/04/2012,at,Monmouth College,L,45-57,"Monmouth, IL"
Overall_12,*,12/08/2012,at,St. Norbert College,L,55-61,De Pere. WI
Overall_12,*,12/11/2012,vs,Illinois College,W,67-50,"Grinnell, IA"
Overall_12,,12/15/2012,at,Saint Ambrose University (Iowa),L,81-94,"Davenport, IA"
Overall_12,*,01/02/2013,vs,Beloit College,W,62-55,"Grinnell, IA"
Overall_12,*,01/05/2013,at,Carroll University,L,46-60,"Waukesha, Wi"
Overall_12,*,01/09/2013,at,Cornell College,L,45-66,"Mount Vernon, IA"
Overall_12,*,01/12/2013,vs,Lawrence University,W,60-38,"Grinnell, IA"
Overall_12,*,01/15/2013,at,Illinois College,W,71-68,"Jacksonville, IL"
Overall_12,*,01/19/2013,at,Ripon College,L,55-63,"Ripon, WI"
Overall_12,*,01/23/2013,vs,Monmouth College,L,55-73,"Grinnell, IA"
Overall_12,*,01/26/2013,vs,Lake Forest College,W,63-49,"Grinnell, IA"
Overall_12,*,01/29/2013,vs,Knox College,W,94-75,"Grinnell, IA"
Overall_12,*,02/02/2013,at,Beloit College,L,73-81,"Beloit, WI"
Overall_12,,02/06/2013,vs,Ashford University (Iowa),W,50-44,"Grinnell, IA"
Overall_12,*,02/09/2013,vs,St. Norbert College,L,47-62,"Grinnell, IA"
Overall_12,*,02/12/2013,vs,Cornell College,L,57-69,"Grinnell, IA"
Overall_12,*,02/16/2013,at,Lawrence University,W,79-68,"Appleton, WI"
Overall_12,Overall:,11-12,,,,,
Overall_12,Conf:,9-9,,,,,
Overall_12,Home:,7-4,,,,,
Overall_12,Away:,4-8,,,,,
Overall_13,2011-12 Season,,,,,,
Overall_13,,Date,,Opponent,,Score,Location
Overall_13,,11/17/2011,vs,Central College,L,49-62,"Grinnell, IA"
Overall_13,,11/19/2011,at,Ashford University (Iowa),W,68-55,"Clinton, IA"
Overall_13,,11/22/2011,vs,Wartburg College,L,54-65,"Grinnell, IA"
Overall_13,,11/26/2011,at,Park University (Mo.),L,41-82,"Parkville, MO"
Overall_13,*,12/02/2011,vs,St. Norbert College,L,48-58,"Grinnell, IA"
Overall_13,*,12/03/2011,vs,Ripon College,W,50-45,"Grinnell, IA"
Overall_13,*,12/07/2011,at,Knox College,W,72-64,"Galesburg, IL"
Overall_13,*,12/10/2011,vs,Carroll University,L,53-55,"Grinnell, IA"
Overall_13,*,01/05/2012,at,Beloit College,W,59-47,"Beloit, WI"
Overall_13,*,01/10/2012,vs,Illinois College,W,59-51,"Grinnell, IA"
Overall_13,*,01/13/2012,at,Lawrence University,W,62-35,"Appleton, WI"
Overall_13,*,01/14/2012,at,Carroll University,L,44-46,"Waukesha, Wi"
Overall_13,*,01/20/2012,vs,Beloit College,W,67-39,"Grinnell, IA"
Overall_13,*,01/21/2012,vs,Lawrence University,W,62-49,"Grinnell, IA"
Overall_13,*,01/25/2012,at,Monmouth College,W,63-57,"Monmouth, IL"
Overall_13,*,01/28/2012,at,Lake Forest College,L,58-62,"Lake Forest, IL"
Overall_13,*,01/31/2012,vs,Knox College,W,87-67,"Grinnell, IA"
Overall_13,*,02/03/2012,at,Ripon College,L,46-63,"Ripon, WI"
Overall_13,*,02/04/2012,at,St. Norbert College,L,35-51,De Pere. WI
Overall_13,*,02/08/2012,vs,Monmouth College,W,60-57,"Grinnell, IA"
Overall_13,*,02/11/2012,at,Illinois College,L,49-50,"Jacksonville, IL"
Overall_13,,02/13/2012,vs,MacMurray College,L,56-62,"Grinnell, IA"
Overall_13,*,02/18/2012,vs,Lake Forest College,W,59-53,"Grinnell, IA"
Overall_13,Overall:,12-11,,,,,
Overall_13,Conf:,11-7,,,,,
Overall_13,Home:,7-5,,,,,
Overall_13,Away:,5-6,,,,,
Overall_14,2010-11 Season,,,,,,
Overall_14,,Date,,Opponent,,Score,Location
Overall_14,,11/19/2010,vs,Rockford,W,55-54,"Lake Forest, IL"
Overall_14,,11/20/2010,vs,Dominican University (Ill.),L,53-64,"Lake Forest, IL"
